id,title,overview,service
267,세방전지,"세방전지주식회사는 축전지 제조 및 판매를 주요사업으로 하는 회사로, 연결대상 종속회사들이 비철금속 제련업, 자동차부품 판매, 리튬전지 제조 등 다양한 사업을 영위하고 있습니다.","이 회사는 차량용 및 산업용 축전지를 생산하고 판매하는 회사로, 대표 브랜드는 '로케트 배터리'입니다. 주요 제품은 차량용 축전지인 ROCKET이며, 매출은 차량용 축전지가 80.3%를 占하고 있습니다. 또한, 영업이익은 전년 대비 60.2% 증가한 129,916백만원을 기록했습니다. 이 회사의 주요 서비스는 차량용 및 산업용 축전지 제조 및 판매입니다."
268,대한유화,"대한유화주식회사는 석유화학 부문에서 올레핀류 및 기초유분 제품을 생산하고, 폴리프로필렌 및 폴리머 제품을 제조 및 판매하는 회사이며, (주)코리아에어텍은 공업용 및 의료용 가스를 제조ㆍ판매하는 종속회사입니다.","주요 제품 및 서비스는 다음과 같습니다:
1. 석유화학 기초유분 및 모노머: 에틸렌, 프로필렌을 기반으로 폴리에틸렌(PE), 폴리프로필렌(PP) 등 다양한 석유화학제품을 생산하고 있습니다. 또한, EO/EG는 폴리우레탄, 폴리에스터 섬유 등의 원료로 사용됩니다.
2. 폴리머: 폴리프로필렌(PP)과 고밀도 폴리에틸렌(HDPE)을 사용하여 LiBS, 필름, 파이프, 전선, 용기 등 다양한 제품을 생산하고 있습니다.
3. 산업용 가스: 액체질소, 액체산소, 액체아르곤 등의 공업용 및 의료용 가스를 생산하고 있으며, 액화석유가스(LPG) 및 액체탄산가스도 판매하고 있습니다."
269,광동제약,"광동제약주식회사는 1963년 설립된 중견기업으로 약품, 음료, 생수 등 다양한 사업을 영위하고 있으며, 다수의 종속회사를 보유하고 있습니다.","주요 제품 및 서비스는 약국영업부문의 청심원류, 병원영업부문의 백신 및 항암제류, 그리고 F&B영업부문의 제주삼다수, 비타500, 옥수수수염차, 헛개차 등이 있습니다. 회사는 약국, 병원, F&B 등 다양한 영업부문에서 활동하며, 2023년 매출은 9,171억원으로 내수시장에서 98.3%를 차지하고 있습니다. 또한, 회사는 향후 휴먼헬스케어브랜드 기업을 목표로 하여 다양한 사업영역에서 브랜드 파워를 구축하고 고객들의 건강한 삶에 기여할 것입니다."
270,태웅로직스,"주식회사 태웅로직스는 종합물류 서비스 기업으로 전세계를 무대로 수출입 해상, 항공, 철도, 프로젝트, 통관, 보험, 하역, 내륙운송 등 전 범위의 종합물류 서비스를 제공하고 있으며, 고객의 SCM분석을 통한 체계적인 서비스를 제공하여 고객만족을 실현하고 있습니다.","주요 제품 및 서비스:
1. 종합물류: 제3자물류 서비스로, 전세계 네트워크를 바탕으로 글로벌 물류운송을 수행하며 종합물류서비스를 제공한다.
2. 종속법인: 종속법인으로서, 물류서비스를 제공한다.

주요 서비스 및 실적:
- 매출 유형: 용역 매출
- 종합물류 해외 직매출: 83,552,766 천원 (10.85%)
- 종합물류 국내 직매출: 519,575,466 천원 (67.45%)
- 종속법인 직매출: 240,627,952 천원 (31.24%)
- 연결조정: -73,417,330 천원 (-9.53%)
- 합계: 770,338,854 천원

판매경로 등:
- 대기업 고객사들을 주요 매출처로 확보하였으며, 안정적인 물량을 확보할 수 있다.
- 해상운송에 경쟁력을 가지고 대기업 고객사로부터 꾸준히 운송물량을 확보하고 있다.
- 매출지역을 다변화하여 특정지역의 경기변동에 민감하지 않은 사업구조를 구축하였다.
- 화주와 운임계약을 체결하고, 국내외 메이저선사로부터 운임견적을 받아 운송업체를 선정하는 등 화주와의 운임단가협상 능력, 선사조정 및 원가협상능력 등을 바탕으로 종합물류 서비스를 제공하고 있다."
271,코오롱글로벌,"코오롱글로벌은 종합 건설 및 상사업을 영위하는 회사로, 건설부문에서는 주택 및 건축, 토목과 플랜트, 해외 환경사업, 풍력발전 등을 포함한 신재생에너지사업을 진행하고 있으며, 상사부문에서는 철강, 화학, 일반상품 등을 다루는 종합상사업을 수행하고 있습니다.","당사의 주요 제품 및 서비스는 건설, 상사, 유통, 스포츠센터 운영, 휴게소 운영 등으로 구분됩니다. 건설 부문에서는 건설, 주택, 토목 등이 주요 서비스이며, 상사 부문에서는 철강재, 화학재, 산업소재 등이 주요 제품입니다. 유통 부문에서는 수입 자동차 판매가 주요 서비스이며, 스포츠센터 운영과 휴게소 운영도 포함됩니다."
272,유니셈,"유니셈 주식회사는 반도체 장비 및 부품 제작 판매업을 영위하는 회사로, 연구인력과 기술력을 바탕으로 반도체 장비, LCD장비, LED장비, 태양광 장비 등을 제작하고 판매 및 A/S를 제공하고 있습니다.","주요 서비스:
1. 반도체/LCD 제조 공정에서 발생하는 유해가스를 정화시켜주는 반도체 장비인 GAS SCRUBBER
2. 반도체/LCD 공정 중에 발생하는 열을 조절하여 안정된 공정 진행이 가능하도록 해주는 칠러 유닛
3. 장비 인입 2차 배관 및 3차 배관 설치를 위한 VACUUM LINE
4. 상품 및 기타 용역을 포함한 유지보수 서비스

주요 제품 가격 변동 추이:
1. GAS SCRUBBER의 국내 가격은 제28기에 116,025 천원이었고, 제27기에 68,380 천원이었다.
2. CHILLER UNIT의 국내 가격은 제28기에 34,992 천원이었고, 제27기에 34,927 천원이었다.

사업 개요:
해당 회사는 반도체/디스플레이 장비 전문기업으로 반도체 장비, 디스플레이 장비, 태양광 장비를 제작, 판매 및 A/S를 제공한다. 주요 생산품목으로는 유해가스 정화장치인 스크러버와 온도조절 장치인 칠러를 주요사업으로 영위하고 있다. 반도체 장비 영역에서 기술개발과 생산시스템구축, 원가경쟁력 향상을 통해 사업 경쟁력을 강화하고 있다. 또한, 국내 Gas Scrubber 시장점유율 45% 이상, Chiller 시장점유율 30% 이상을 확보하고 있으며, 지속적인 기술개발을 통해 점유율을 확대하고 있다. IOT 사업부문에서는 AI 기반 솔루션 기술을 개발하였으나, 제한적 시장진입 장벽으로 인해 사업을 종료하였다. 회사는 주력사업인 반도체 장비사업부문에 역량을 집중하여 지속적인 시장지배력을 확대할 예정이다. 매출 비중은 스크러버가 약 30%, 칠러가 약 34%, 유지보수 외 기타사업이 약 36%로 구성되어 있다."
273,BGF리테일,"이 회사는 편의점 체인화 사업을 영위하고 있으며, 물류사업, 식품제조 및 유통 등을 보조하는 업무를 수행하고 있습니다.","주요 제품 및 서비스는 편의점 사업과 물류 사업으로 구분됩니다. 편의점 사업은 다양한 상품을 판매하고 있으며, 주요 판매상품은 음식, 음료, 과자, 생활용품 등이 포함됩니다. 물류 사업은 고객의 요구에 맞춰 물류 서비스를 제공하고 있습니다. 회사는 편의점 사업과 물류 사업을 통해 다양한 제품과 서비스를 제공하고 있습니다."
274,핸즈코퍼레이션,"핸즈코퍼레이션 주식회사는 알루미늄 휠을 제조하여 완성차 제조업체에 OEM 형태로 공급하는 기업이며, 최근 5년간 BBB-부터 BB0까지의 신용평가를 받았다.","주요 제품 및 서비스는 다음과 같습니다:
1. 알루미늄 휠 (제품, 상품)
2. 기타 (부산물 등)

알루미늄 휠 제품의 가격변동추이는 다음과 같습니다:
- 내수: 2023년 (제52기) - 90,760원/EA, 2022년 (제51기) - 94,374원/EA, 2021년 (제50기) - 80,263원/EA
- 수출(로컬): 2023년 (제52기) - 77,244원/EA, 2022년 (제51기) - 82,878원/EA, 2021년 (제50기) - 67,308원/EA
- 직수출: 2023년 (제52기) - 92,564원/EA, 2022년 (제51기) - 97,900원/EA, 2021년 (제50기) - 69,879원/EA

알루미늄 휠의 가격변동원인은 다음과 같습니다:
- 원재료 인정분: 알루미늄 합금 가격 변동에 따라 가격이 변동됩니다.
- 가공비용: 생산비용, 관리비용 등과 회사의 마진으로 구성됩니다.

회사는 자동차용 알루미늄 휠을 전문으로 생산하고 있으며, 완성차 제조업체에 주문자 상표 부착 생산(OEM) 형태로 제품을 공급하고 있습니다."
275,SK하이닉스,"SK하이닉스는 메모리 반도체 제품을 주력으로 하는 종합반도체 회사이며, 전자제품 및 기술연구 등 다양한 사업을 영위하고 있습니다.","주요 제품 및 서비스 카테고리:
1. 메모리 반도체: DRAM, NAND Flash
2. 시스템 반도체: CIS (CMOS Image Sensor)
3. 파운드리(Foundry) 사업

회사의 주요 서비스:
1. DRAM 생산
2. NAND Flash 생산
3. CIS 생산
4. 파운드리 사업

회사의 사업 영역은 반도체 제조이며, 주력 제품은 DRAM 및 NAND를 중심으로 하는 메모리 반도체입니다. 또한, CIS 생산과 파운드리 사업도 병행하고 있습니다. 회사는 국내와 중국에 생산시설을 갖추고 있으며, 연결 기준 매출액은 2023년에 32조 7,657억원을 기록하였습니다."
276,모나미,"모나미는 문구, 컴퓨터 소모품, 기타 사업을 하는 주식회사로, 1967년에 설립되었고 경기도 용인시에 본사를 두고 있으며, 다양한 제품과 상품을 판매하고 있습니다.","주식회사 모나미는 문구와 컴퓨터 소모품, 기타 사업부문으로 구성되어 있습니다. 문구 사업부문은 국내 및 해외에서 제품 및 상품을 판매하고 있으며, 컴퓨터 소모품 사업부문은 프린터 관련 소모품을 주로 판매하고 있습니다. 기타 사업부문은 특판사업, 온라인몰, 미술교육 컨텐츠사업, 코스메틱 사업 등을 포함하고 있습니다. 주요 제품 및 상품으로는 필기구류와 회화구류, 잉크카트리지 및 토너 등이 있습니다. 회사의 매출액은 주요 사업부문별로 분류되어 있으며, 2022년도에는 모나미가 43%의 매출 비율을 차지하고 있습니다. 모나미는 문구 사업에서 브랜드 가치를 강화하고 있으며, 컴퓨터 소모품 사업에서는 다양한 이미지 출력이 가능한 복합적 인쇄형태로 변화하고 있습니다. 연결실체는 다양한 어려움과 난관을 극복하여 선도적인 위치를 유지하고 있으며, 2023년에는 1,415억원의 매출액을 달성할 예정입니다."
277,바이넥스,"이 회사는 케미컬의약품 제조 및 판매와 바이오의약품의 위탁 생산 및 개발을 하는 회사로, 최신 생산설비와 엄격한 품질 보증 시스템을 갖추고 있으며, 주력 제품은 정장제와 점안제이며 글로벌 제약사로 도약하고 있습니다. 또한 바이오의약품 생산과 분석에 필요한 설비와 서비스를 제공하고 있습니다.","당사는 케미컬의약품과 바이오의약품 위탁생산을 주요 사업으로 하고 있습니다. 주요 제품은 바이오의약품 위탁생산의 원제ㆍ완제 위탁생산, 케미컬의약품인 하일렌과 비스칸엔입니다. 매출액은 원제ㆍ완제 위탁생산이 39.43%, 하일렌이 15.79%, 비스칸엔이 8.04%를 차지하며, 총 매출액은 1,548.25억원입니다. 연구개발 활동으로 13.10억원을 지출하고 있으며, cGMP 및 EU-GMP 기준을 준수하는 시설을 보유하고 있습니다. 제품은 부산공장과 송도공장, 오송공장에서 생산되고 있습니다."
278,현대트랜시스,"현대트랜시스는 자동차의 파워트레인과 시트를 제조 및 판매하는 회사로, 14개의 연결대상회사와 1개의 주요 종속회사를 보유하고 있으며, 주소는 충남 서산시 성연면 신당1로 105에 위치해 있습니다.","회사의 주요 서비스는 자동차의 파워트레인과 시트의 제조 및 판매입니다. 주요 제품은 변속기와 시트이며, 주요 상표는 T/M, AXLE, 중기 완성차 납품 등이 있습니다. 또한, 회사는 글로벌 부품사 도약을 위해 국내 8개, 중국 7개, 인도 4개, 유럽 4개, 미주 10개 거점을 운영하고 있습니다.회사의 주요 서비스는 자동차의 파워트레인과 시트의 제조 및 판매입니다. 주요 제품은 변속기와 시트이며, 주요 상표는 T/M, AXLE, 중기 완성차 납품 등이 있습니다. 또한, 회사는 글로벌 부품사 도약을 위해 국내 8개, 중국 7개, 인도 4개, 유럽 4개, 미주 10개 거점을 운영하고 있습니다."
279,금호타이어,"금호타이어는 글로벌 타이어 제조 및 판매 기업으로, 8개의 생산공장과 10개의 판매법인을 보유하고 있으며, 한국기업평가에서 A- 등급을 받았습니다.","회사는 타이어 제조 및 판매 기업으로, 한국, 중국, 미국, 베트남에 8개의 생산공장을 운영하고 있습니다. 주요 제품은 타이어이며, 당기말 매출은 4,031,968 백만원이고 비타이어 매출은 9,444 백만원입니다. 주요 제품의 현황과 가격 변동 추이를 확인할 수 있습니다."
280,아세아시멘트,"한국 거래소에 상장된 시멘트 및 레미콘 제조 및 판매 회사로, 연결대상회사수는 7개이며 중소기업이 아닙니다.","주요 제품 및 서비스 카테고리:
1. 시멘트부문
- 주요 제품: 시멘트, 레미콘, 2차제품
- 구체적용도: 건축자재
- 매출액 비율: 시멘트 80.87%, 레미콘 12.02%, 2차제품 3.95%, 기타 5.96%

2. 기타부문
- 주요 제품: 창업투자, 농작물재배, 부동산임대, 서비스업
- 매출액 비율: 창업투자 0.99%, 농작물재배 0.02%, 부동산임대, 서비스업 2.51%, 내부거래제거 -6.33%

3. 주요 제품 등의 가격변동추이
- 아세아시멘트(주): 시멘트(톤) 내수, 레미콘(㎥) 내수
- 한라시멘트(주): 시멘트(톤) 내수, 슬래그시멘트 포함

4. 사업의 개요
- 시멘트사업부문: 아세아시멘트(주), 한라시멘트(주), 아세아산업개발(주), (주)삼성레미콘, 아세아레미콘(주)
- 기타사업부문: 우신벤처투자(주), 아농(주), 경주월드(주)
- 주요 재화 및 용역: 시멘트, 레미콘, 몰탈, 골재, 슬래그시멘트, 비금속광물 분쇄물 생산업, 레미콘 제조업
- 향후 계획: 바이오/의료, ICT 서비스, 부품소재 분야에 집중적으로 투자할 예정"
281,일동제약,"일동제약주식회사는 의약품 및 건강보조식품 제조 및 판매 사업을 영위하고 있으며, 연구개발을 통해 신약을 개발하는 회사입니다.","주요 제품 및 서비스 카테고리:
1. 의약품 제조 및 판매: 활성비타민, 항생제, 위궤양치료제, 혈압강하제 등
2. 건강보조식품 및 특수영양식품 제조 및 판매
3. 의약품 원료 제조 및 판매

회사는 의약품, 의약품 원료, 건강보조식품 및 특수영양식품의 제조 및 판매 사업을 영위하고 있습니다. 주요 제품으로는 활성비타민인 아로나민류, 항생제인 후루마린 등이 있으며, 의약품 제조 및 판매, 건강보조식품 및 특수영양식품 제조 및 판매, 의약품 원료 제조 및 판매 등의 서비스를 제공하고 있습니다. 회사는 국내외로 제품을 판매하며, 연구개발에도 투자하고 있습니다. 추가적인 세부사항은 ""II. 사업의 내용""의 ""2. 주요 제품 및 서비스""부터 ""7. 기타 참고사항""을 참고해주세요."
282,슈피겐코리아,"당사는 스마트폰 액세서리를 판매하는 글로벌 기업으로, 2009년 설립되어 2014년 코스닥시장에 상장하였으며, 현재는 아마존을 통해 제품을 판매하고 있습니다.","주요 제품 및 서비스는 스마트폰 케이스, 보호필름, 기타 모바일 액세서리입니다. 매출유형에 따른 주요 제품의 매출액 비율은 케이스가 59.9%, 보호필름이 23.2%, 기타가 16.9%입니다. 가격변동 추이에 따르면 케이스의 가격은 2023년에 18,534원이고, 2022년에 17,357원이었으며, 2021년에 15,020원이었습니다. 기타 제품의 가격은 2023년에 21,369원이고, 2022년에 19,168원이었으며, 2021년에 14,315원이었습니다. 회사는 스마트폰 액세서리 판매 사업을 아마존을 비롯한 글로벌 유통채널을 통해 영위하고 있으며, 슈피겐 브랜드를 사용하여 글로벌 판매를 확대하고 있습니다. 또한 다양한 온라인 유통채널을 통해 판매를 확대하고 있으며, 고품질의 케이스 제품과 다양한 자체 특허기술을 바탕으로 제품 개발과 마케팅을 진행하고 있습니다. 회사는 전 세계 온라인 시장에서 패션 및 보호 케이스를 비롯한 모바일 액세서리 제품을 판매하고 있으며, 재고 및 생산관리를 위해 위탁 생산을 진행하고 있습니다. 또한 글로벌 시장에서 경쟁우위를 유지하기 위해 온라인 유통 경로를 선점하고 있으며, 전 세계적으로 충성고객과 긍정적인 리뷰를 보유하고 있습니다. 미래에는 다양한 카테고리의 제품을 제조 및 유통하여 새로운 기회를 창출할 예정입니다."
283,이노션,"이 회사는 국내외 네트워크를 보유한 통합 마케팅 커뮤니케이션 기업으로, 매체대행, 광고제작, 옥외광고, 프로모션 등을 주요 사업으로 하는 회사입니다.","당사는 통합 마케팅 커뮤니케이션 기업으로 매체대행, 광고제작, 옥외광고, 공간마케팅, 스포츠 마케팅, 공간 디자인, 디지털 마케팅 등 다양한 서비스를 제공하고 있습니다. 또한, 국내 및 해외에서 광고주들의 다양한 요구를 충족시키며 글로벌 시장에서 성장하고 있습니다."
284,두산,"두산은 1933년에 설립된 지주회사로, 전자소재, IT서비스 등 다양한 사업을 영위하는 두산그룹의 주요 회사이다.","주요 서비스 1. 전자BG: PCB의 핵심 소재인 CCL을 생산 및 공급하며, 다양한 Hi-end CCL 제품 라인업을 갖추고 있음. 5G 안테나모듈, 전기차 배터리용 PFC, 수소연료전지 전극 등 미래 산업에도 진출하고 있음. 

주요 서비스 2. 디지털이노베이션BU: IT 인프라 구축 및 운영을 제공하며, 인공지능, 데이터분석, 클라우드솔루션 등을 활용하여 디지털 혁신을 가속화하고 있음. 다양한 산업에 IT 서비스를 제공하여 범용성을 확보하고 있음."
285,현대홈쇼핑,"이 회사는 TV홈쇼핑을 주로 하는 기업으로, 다양한 사업 분야를 포함하고 있으며, 신용평가 등급은 매우 우수하다.","주요 서비스: 
1. 현대홈쇼핑 - TV 홈쇼핑, 인터넷 쇼핑몰
2. 현대엘앤씨 - 플라스틱, 창호 제조업
3. 현대퓨처넷 - 디지털 사이니지, 메시지 부가통신사업
4. 현대바이오랜드 - 의약품 제조 및 판매, 기능성 식품 제조 및 판매
5. 한섬 - 여성의류 제조 및 판매업"
286,안국약품,"이 회사는 1959년에 설립된 약품 제조 및 판매를 주요 사업으로 하는 회사로, 시네츄라, 레보텐션, 레토프라 등의 제품을 생산하고 있으며, 주요 거래처는 도매상과 종합병원 등이다.","주요 제품 및 서비스 카테고리:
1. 의약품 부문
- 레보텐션 외 순환기용제
- 시네츄라 외 호흡기용제
- 레토프라 외 소화기계
- 뉴라일라 외 소염진통제
- 기타

2. 기타 부문
- 의료기기
- 건강기능식품
- 부동산 임대업

회사는 의약품의 제조 및 판매를 주요 사업으로 하고 있으며, 주요 제품으로는 시네츄라, 레보텐션, 레토프라 등이 있습니다. 매출액은 전년 대비 증가하였으며, 의약품 시장점유율을 높이기 위해 다양한 노력을 하고 있습니다. 또한, 제품 위탁생산을 확대하고 건강기능식품 판매를 위해 온라인 유통채널을 운영하고 있습니다. 회사는 R&D 인프라와 우수한 인력을 기반으로 미래성장산업의 발굴과 수익성 증대를 위한 전략을 수립하여 국내 최고의 의약품 제조 회사로 성장하고자 합니다."
287,롯데정보통신,"롯데정보통신 주식회사는 IT 및 시스템 통합 관련 사업을 하는 회사로, 2017년에 설립되었고, 현재는 SM, SI, 전기차 충전 사업을 주요 사업으로 하고 있습니다.","주요 서비스:
1. SM(System Management)사업: 기업 정보시스템과 관련된 설비, 인력, 하드웨어 등을 관리, 운영하는 서비스.
2. SI(System Integration)사업: 고객에게 필요한 정보시스템 구축 계획을 수립하고, 운영 전략을 기획하며, 시스템 설계 및 개발을 지원하는 서비스. 메타버스 사업도 포함됨.
3. 전기차 충전(EV-Charging)사업: 전기차 충전기 제조 및 납품, 충전 플랫폼 운영 등을 수행하는 서비스.

주요 제품 및 서비스의 매출 비율:
- SM사업: 15%
- SI사업: 78%
- 전기차 충전사업: 7%

주요 매출처:
- 롯데쇼핑㈜, ㈜호텔롯데, 롯데웰푸드㈜ 등

사업장:
- 국내: 서울, 청주
- 해외: 베트남, 인도네시아 등"
288,진에어,"진에어는 2008년에 설립된 항공운송 회사로, 항공기를 이용한 여객 운송 서비스를 주요 상품으로 제공하고 있으며, 전체 매출 중 여객 운송 서비스 매출이 가장 높은 회사이다.","주요 제품 및 서비스는 다음과 같습니다:
1. 항공 운송 여객 국내: 2023년에는 285,527백만원(22.3%)의 매출을 기록했습니다.
2. 항공 운송 여객 국제: 2023년에는 910,247백만원(71.3%)의 매출을 기록했습니다.
3. 항공 운송 노선부대: 2023년에는 11,542백만원(0.9%)의 매출을 기록했습니다.
4. 화물: 2023년에는 20,565백만원(1.6%)의 매출을 기록했습니다.
5. 기타: 2023년에는 49,341백만원(3.9%)의 매출을 기록했습니다.

또한, 주요 제품 및 서비스의 가격 변동 추이는 다음과 같습니다:
1. 여객 국내선: 2023년에는 60천원/명의 가격을 기록했습니다.
2. 여객 국제선: 2023년에는 181천원/명의 가격을 기록했습니다.

이 회사는 항공 운송 서비스를 주요 상품으로 제공하고 있으며, 항공 운송은 안전성과 신뢰성이 높은 교통수단으로 인정받고 있습니다. 또한, 항공 운송은 국가와 지역 간 교류를 촉진하고 경제 발전에 기여하는 공익적인 사업 분야입니다. 회사는 주로 항공기를 통해 서비스를 제공하며, 2023년말 기준으로 27대의 항공기를 보유하고 있습니다. 항공유는 지에스칼텍스와 에쓰오일 등에서 매입하고 있습니다."
289,삼성메디슨,"삼성메디슨주식회사는 의료기기를 판매하고 제조하는 회사로, 다양한 사업을 영위하며 중소기업 창업투자조합 자금모집 및 관리, 해외투자 등을 추진하고 있다.","주요 제품 및 서비스 카테고리:
1. 초음파 영상 진단기 제조 제품
   - 초음파 진단기 (산부인과, 영상의학과진단용)
   - 주요 상표: HERA W10
   - 매출액(비율): 460,385(89%)
2. 기타 제품
   - 기타 제품
   - 주요 상표: 기타
   - 매출액(비율): 57,042(11%)
3. 가격 변동 추이
   - 초음파 진단기
   - 제39기 연간 (2023년): 6,034천원
   - 제38기 연간 (2022년): 6,294천원
   - 제37기 연간 (2021년): 5,843천원

사업의 개요:
- 의료기기 산업의 특성과 성장성
- 초음파 진단기 시장의 경쟁 상황
- 의료기기 사업에 대한 법령과 규제

회사의 현황:
- '23년에 대형 입찰 수주 및 매출 성장
- 제품 라인업 강화 및 시장 진출 전략
- 국가별 자국산 우대정책 대응 및 현지 생산 확대
- 공공입찰 및 동물 시장에서의 경쟁력 강화

공시대상 사업부문의 구분:
- 공시대상 사업부문의 구분이 별도로 존재하지 않음

시장점유율 등:
- '23년 연간 누적 기준으로 약 7.7%의 시장점유율 추정"
290,화승코퍼레이션,"화승코퍼레이션은 다양한 부문에서 활동하는 기업으로, 소재, 자동차부품, 종합무역 등 다양한 사업을 영위하고 있습니다.","주요 제품 및 서비스 카테고리:
1. 소재 제품/상품: CMB / TPE (XENOMER THERMOPRENE)
2. 산업용품 상품 용역수익: 벨트/호스/시트/특수물(펜더) 등
3. 자동차 부품 제품/상품: Sealing Products, Fluid Products
4. 종합무역 등 제품/상품: 원부자재, 철강, 식육 등"
291,한국종합기술,"한국종합기술은 1963년에 설립된 종합건설엔지니어링 회사로, 상하수도, 도로, 항만 등 다양한 분야에서 엔지니어링 업무를 수행하며, 국내 공공부문에서 많은 발주를 받고 있으며, 신재생에너지 분야로의 사업 영역을 확대하고 있습니다.","당사는 종합건설엔지니어링 회사로, 상하수도, 수자원개발, 도시계획, 환경, 도로, 교통, 교량, 터널, 항만, 철도 등 엔지니어링 전 분야에서 다양한 업무를 수행합니다. 주요 서비스는 설계, 감리, 시공, 기타로 분류됩니다. 설계 부분은 수자원, 상하수도, 플랜트, 국토계획, 환경 등을 포함하며, 감리 부분은 감리 업무를 담당합니다. 시공 부분은 건설 작업을 수행하고, 기타 부분은 기타 사업을 포함합니다. 당사는 국내공공부문에서 발주하는 엔지니어링 사업을 주로 수행하며, 환경, 조경, 도로, 수자원, 상하수도 분야에서 경쟁력을 유지하고 있습니다. 또한, 신재생에너지 EPC 및 O&M 분야의 역량을 강화하고 사업 포트폴리오의 다변화를 추진하여 새로운 사업 기회를 발굴하고 성장을 추구하고 있습니다."
292,코리아세븐,"한국 미니스톱을 인수한 롯데그룹 계열사인 주식회사 코리아세븐은 편의점 7-Eleven을 운영하며, 유통 및 IT/물류 분야에서 차별화된 경쟁력을 갖춘 기업이다.","주요 서비스 1. 편의점 부문과 금융부문으로 나누어 운영되며, 매출 현황은 연도별로 다름. 2. 편의점부문은 가격 변동을 표시하지 않음. 3. 회사는 '7-Eleven' 브랜드를 사용하여 편의점 사업을 영위하고 있으며, 금융/VAN사업도 함께 운영. 4. 2020년에 바이더웨이와 롯데피에스넷을 합병하고, 2022년에 한국 미니스톱을 인수. 5. 주요 제품으로는 식품, 서비스 편의상품, 음료, 주류 등이 있음."
293,JW생명과학,"한국의 제약회사로, 전문의약품에 속하는 수액을 전문으로 생산 및 판매하는 회사이며, 중견기업에 해당합니다.","주요 제품 및 서비스는 다음과 같습니다:
1. 의약품 제조 및 판매: 중외엔에스주사액, 크린조, 트리젤주, 닥터라민주 등을 포함한 다양한 의약품을 제조하고 판매합니다.
2. 특수수액: 항생제, 관류 등을 포함한 특수수액 제품을 생산하고 판매합니다.
3. 영양수액: 아미노산 보급을 위한 영양수액 제품을 생산하고 판매합니다.
4. TPN: 칼로리 및 필수 지방산 보급을 위한 TPN 제품을 생산하고 판매합니다.
5. HEMO: 인공신장투석을 위한 HEMO 제품을 생산하고 판매합니다.
6. 기타: 목사멘틴듀오시럽 등의 기타 제품도 생산하고 판매합니다.

주요 제품의 매출 현황과 가격 변동 추이도 제공되었습니다. 또한, 회사의 사업 개요와 글로벌 시장 진출, 연구 개발 영역에 대한 정보도 제공되었습니다. 회사는 의약품 제조와 판매를 중심으로 다양한 제품과 서비스를 제공하며, 글로벌 기업으로 성장하기 위해 노력하고 있습니다."
294,한국정보통신,"한 문장으로 요약하면, 이 회사는 금융VAN서비스를 제공하고 있으며, 연결대상 종속회사로서 창업투자와 전자장부서비스를 제공하는 기업이다.","주요 제품 및 서비스 카테고리:
1. 금융VAN 사업부문: 신용카드 부가통신업(VAN)과 전자지급결제대행서비스(PG)를 기반으로 하는 전자상거래산업, Tax Refund/Alipay 결제사업 등
2. 중소기업창업투자 사업부문: 비상장 벤처기업에 무담보 지분투자 형태로 자본투자를 하여 기업의 성장을 돕는 사업
3. 종합 ERP서비스 사업부문: 온라인 세무신고 기능이 탑재된 전자장부 서비스, SUPER APP EASYSHOP을 통한 소상공인의 Digital Transformation, B2B 이커머스, 온라인 광고, 금융상품유통 등의 서비스"
295,이마트에브리데이,"이마트에브리데이는 1974년에 설립된 신세계 그룹의 소속회사로, 식품 및 생활필수품 등을 판매하는 종합유통업체이며, 서울, 경기, 충청, 호남, 영남지역에 230개의 직영 슈퍼마켓과 23개의 가맹 슈퍼마켓을 운영하고 있습니다.","주요 제품 및 서비스: 
- SSM사업과 중소 소매상인에 대한 도매 온라인몰(E-CLUB) 사업
- 주로 근거리 고객을 대상으로 합리적인 가격, 생필품 중심의 제품 제공
- 판매하는 제품: 신선식품, 가공식품, 생활잡화 등

사업의 개요:
- 1974년 설립된 유통업체
- 오프라인사업으로 230개의 직영 슈퍼마켓과 23개의 가맹슈퍼마켓 운영
- 온라인사업으로 온라인 전용 쇼핑몰과 어플리케이션을 통한 온라인 주문서비스 운영
- 2023년 누적매출은 1조 4,074억원
- 상품판매로 인한 매출은 1조 3,917억원
- 영업이익 188억, 당기순손실 47억
- 매출금은 현금, 신용카드, 상품권으로 결제
- 차입금을 장,단기 자금으로 조달하고 시장위험을 관리하기 위한 다양한 파생상품 운영"
296,현대에버다임,"현대에버다임은 건설기계 및 중장비 제조, 판매 및 대여, 부동산 임대 등 다양한 사업을 영위하는 회사이며, 코스닥시장에 상장되어 있다. 주요 제품으로는 콘크리트 펌프트럭, 어태치먼트, 락드릴, 소방차, 타워크레인, 발전기 등이 있다.","주요 제품 및 서비스 카테고리: 
1. 유압기계 부문: 어태치먼트, 타워크레인, 발전기
2. 드릴 사업부: 락드릴, 락툴
3. 차량 부문: 콘크리트 펌프카, 소방차
4. 중장비 부문: 굴삭기, 휠로더"
